ticker,sector,approx_mktcap_usd
KALU,Materials,1500000000
KFY,Industrials,1500000000
KGS,Energy,1500000000
KLIC,Information Technology,1500000000
KMPR,Financials,1500000000
KMT,Industrials,1500000000
KMX,Consumer Discretionary,1500000000
KN,Information Technology,1500000000
KNTK,Energy,1500000000
KOP,Materials,1500000000
KRMN,Industrials,1500000000
KSS,Consumer Discretionary,1500000000
KTB,Consumer Discretionary,1500000000
KWR,Materials,1500000000
LAUR,Consumer Discretionary,1500000000
LAZ,Financials,1500000000
LBRT,Energy,1500000000
LCII,Consumer Discretionary,1500000000
LEG,Consumer Discretionary,1500000000
LEU,Energy,1500000000
LFST,Health Care,1500000000
LGIH,Consumer Discretionary,1500000000
LIF,Information Technology,1500000000
LGND,Health Care,1500000000
LKFN,Financials,1500000000
LKQ,Consumer Discretionary,1500000000
LMAT,Health Care,1500000000
LNC,Financials,1500000000
LNN,Materials,1500000000
LPG,Energy,1500000000
LQDA,Health Care,1500000000
LQDT,Industrials,1500000000
LRN,Consumer Discretionary,1500000000
LTC,Real Estate,1500000000
LTH,Consumer Discretionary,1500000000
LUMN,Communication Services,1500000000
LW,Consumer Staples,1500000000
LXP,Real Estate,1500000000
LYFT,Industrials,1500000000
LZ,Industrials,1500000000
LZB,Consumer Discretionary,1500000000
MAC,Real Estate,1500000000
MAN,Industrials,1500000000
MARA,Information Technology,1500000000
MATW,Consumer Discretionary,1500000000
MATX,Industrials,1500000000
MBC,Industrials,1500000000
MBGL,Industrials,1500000000
MBIN,Financials,1500000000
MC,Financials,1500000000
MCRI,Consumer Discretionary,1500000000
MCY,Financials,1500000000
MD,Health Care,1500000000
MDU,Utilities,1500000000
MFP,Industrials,1500000000
MGEE,Utilities,1500000000
MGY,Energy,1500000000
MHK,Consumer Discretionary,1500000000
MHO,Consumer Discretionary,1500000000
MIR,Information Technology,1500000000
MKTX,Financials,1500000000
MLKN,Industrials,1500000000
MMI,Real Estate,1500000000
MMSI,Health Care,1500000000
MPT,Real Estate,1500000000
MRCY,Industrials,1500000000
MRP,Real Estate,1500000000
MRTN,Industrials,1500000000
MSEX,Utilities,1500000000
MSGS,Communication Services,1500000000
MTCH,Communication Services,1500000000
MTH,Consumer Discretionary,1500000000
MTRN,Materials,1500000000
MTUS,Materials,1500000000
MTX,Materials,1500000000
MWA,Industrials,1500000000
MXL,Information Technology,1500000000
MYRG,Industrials,1500000000
NABL,Information Technology,1500000000
NATL,Financials,1500000000
NAVI,Financials,1500000000
NBHC,Financials,1500000000
NBTB,Financials,1500000000
NE,Energy,1500000000
NEO,Health Care,1500000000
NEOG,Health Care,1500000000
NGVT,Materials,1500000000
NHC,Health Care,1500000000
NHI,Real Estate,1500000000
NIC,Financials,1500000000
NMIH,Financials,1500000000
NOG,Energy,1500000000
NPK,Industrials,1500000000
NPO,Industrials,1500000000
NSIT,Industrials,1500000000
NSP,Industrials,1500000000
NSSC,Information Technology,1500000000
NTCT,Information Technology,1500000000
NTST,Real Estate,1500000000
NWBI,Financials,1500000000
NWL,Consumer Discretionary,1500000000
NWN,Utilities,1500000000
NX,Industrials,1500000000
NXRT,Real Estate,1500000000
OFG,Financials,1500000000
OGN,Health Care,1500000000
OI,Materials,1500000000
OII,Energy,1500000000
OMCL,Health Care,1500000000
OPLN,Industrials,1500000000
OSIS,Information Technology,1500000000
OSW,Consumer Discretionary,1500000000
OTTR,Utilities,1500000000
OUT,Real Estate,1500000000
PAHC,Health Care,1500000000
PARR,Energy,1500000000
PAYO,Financials,1500000000
PATK,Consumer Discretionary,1500000000
PBH,Health Care,1500000000
PBI,Industrials,1500000000
PCRX,Health Care,1500000000
PDFS,Information Technology,1500000000
PEB,Real Estate,1500000000
PECO,Real Estate,1500000000
PENG,Information Technology,1500000000
PENN,Consumer Discretionary,1500000000
PFBC,Financials,1500000000
PFS,Financials,1500000000
PGNY,Health Care,1500000000
PHIN,Consumer Discretionary,1500000000
PI,Information Technology,1500000000
PIPR,Financials,1500000000
PJT,Financials,1500000000
PLAB,Information Technology,1500000000
PLMR,Financials,1500000000
PLUS,Information Technology,1500000000
PLXS,Information Technology,1500000000
PMT,Real Estate,1500000000
POOL,Consumer Discretionary,1500000000
POWI,Information Technology,1500000000
POWL,Industrials,1500000000
PPLI,Communication Services,1500000000
PRDO,Consumer Discretionary,1500000000
PRG,Financials,1500000000
PRGO,Health Care,1500000000
PRGS,Information Technology,1500000000
PRIM,Industrials,1500000000
PRK,Financials,1500000000
PRKS,Consumer Discretionary,1500000000
PRLB,Industrials,1500000000
PRSU,Consumer Discretionary,1500000000
PRVA,Health Care,1500000000
PSMT,Consumer Staples,1500000000
PTCT,Health Care,1500000000
PTEN,Energy,1500000000
PTGX,Health Care,1500000000
PTON,Consumer Discretionary,1500000000
PZZA,Consumer Discretionary,1500000000
QDEL,Health Care,1500000000
QNST,Communication Services,1500000000
QRVO,Information Technology,1500000000
QTWO,Information Technology,1500000000
RAMP,Information Technology,1500000000
RAL,Information Technology,1500000000
RCUS,Health Care,1500000000
RDN,Financials,1500000000
RDNT,Health Care,1500000000
RELY,Financials,1500000000
RES,Energy,1500000000
REYN,Consumer Staples,1500000000
REX,Energy,1500000000
REZI,Industrials,1500000000
RHI,Industrials,1500000000
RHP,Real Estate,1500000000
RITM,Financials,1500000000
RNG,Information Technology,1500000000
RNST,Financials,1500000000
ROAD,Industrials,1500000000
ROCK,Industrials,1500000000
ROG,Information Technology,1500000000
RRR,Consumer Discretionary,1500000000
RSI,Consumer Discretionary,1500000000
RUN,Industrials,1500000000
RUSHA,Industrials,1500000000
RXO,Industrials,1500000000
SAFE,Real Estate,1500000000
SABR,Consumer Discretionary,1500000000
SAFT,Financials,1500000000
SAH,Consumer Discretionary,1500000000
SBCF,Financials,1500000000
SBH,Consumer Discretionary,1500000000
SBSI,Financials,1500000000
SCHL,Consumer Discretionary,1500000000
SCL,Materials,1500000000
SCSC,Information Technology,1500000000
SDGR,Health Care,1500000000
SEDG,Information Technology,1500000000
SEI,Energy,1500000000
SEZL,Financials,1500000000
SFBS,Financials,1500000000
SFNC,Financials,1500000000
SHAK,Consumer Discretionary,1500000000
SHEN,Communication Services,1500000000
SHO,Real Estate,1500000000
SHOO,Consumer Discretionary,1500000000
SIG,Consumer Discretionary,1500000000
SKT,Real Estate,1500000000
SKY,Consumer Discretionary,1500000000
SKYW,Industrials,1500000000
SLG,Real Estate,1500000000
SLVM,Materials,1500000000
SM,Energy,1500000000
SMP,Consumer Discretionary,1500000000
SMPL,Consumer Staples,1500000000
SNDR,Industrials,1500000000
SNEX,Financials,1500000000
SONO,Consumer Discretionary,1500000000
SPHR,Communication Services,1500000000
SPNT,Financials,1500000000
SPSC,Information Technology,1500000000
SRPT,Health Care,1500000000
STAA,Health Care,1500000000
STBA,Financials,1500000000
STC,Financials,1500000000
STEP,Financials,1500000000
STRA,Consumer Discretionary,1500000000
SUPN,Health Care,1500000000
SXI,Industrials,1500000000
SXT,Materials,1500000000
TALO,Energy,1500000000
TBBK,Financials,1500000000
TDC,Information Technology,1500000000
TDS,Communication Services,1500000000
TDW,Energy,1500000000
TFIN,Financials,1500000000
TFX,Health Care,1500000000
TGTX,Health Care,1500000000
THRM,Consumer Discretionary,1500000000
TILE,Industrials,1500000000
TMDX,Health Care,1500000000
TMP,Financials,1500000000
TNC,Industrials,1500000000
TNDM,Health Care,1500000000
TPC,Industrials,1500000000
TR,Consumer Staples,1500000000
TRIP,Communication Services,1500000000
TRMK,Financials,1500000000
TRN,Industrials,1500000000
TRNO,Real Estate,1500000000
TRST,Financials,1500000000
TRUP,Financials,1500000000
UA,Consumer Discretionary,1500000000
UAA,Consumer Discretionary,1500000000
UCB,Financials,1500000000
UCTT,Information Technology,1500000000
UE,Real Estate,1500000000
UFCS,Financials,1500000000
UFPT,Health Care,1500000000
UNF,Industrials,1500000000
UNFI,Consumer Staples,1500000000
UNIT,Communication Services,1500000000
UPBD,Consumer Discretionary,1500000000
UPWK,Industrials,1500000000
URBN,Consumer Discretionary,1500000000
USLM,Materials,1500000000
USPH,Health Care,1500000000
UTI,Consumer Discretionary,1500000000
UTL,Utilities,1500000000
UVV,Consumer Staples,1500000000
VAC,Consumer Discretionary,1500000000
VCEL,Health Care,1500000000
VCTR,Financials,1500000000
VCYT,Health Care,1500000000
VECO,Information Technology,1500000000
VGNT,Consumer Discretionary,1500000000
VIR,Health Care,1500000000
VIRT,Financials,1500000000
VRRM,Industrials,1500000000
VRTS,Financials,1500000000
VSAT,Information Technology,1500000000
VSEC,Industrials,1500000000
VSH,Information Technology,1500000000
VSNT,Communication Services,1500000000
VSTS,Industrials,1500000000
VSXY,Consumer Discretionary,1500000000
VTOL,Energy,1500000000
VVX,Industrials,1500000000
VYX,Information Technology,1500000000
WABC,Financials,1500000000
WAFD,Financials,1500000000
WAY,Health Care,1500000000
WD,Financials,1500000000
WDFC,Consumer Staples,1500000000
WEN,Consumer Discretionary,1500000000
WERN,Industrials,1500000000
WGO,Consumer Discretionary,1500000000
WHD,Energy,1500000000
WINA,Consumer Discretionary,1500000000
WKC,Energy,1500000000
WLY,Communication Services,1500000000
WOR,Industrials,1500000000
WRBY,Consumer Discretionary,1500000000
WRLD,Financials,1500000000
WS,Materials,1500000000
WSBC,Financials,1500000000
WSC,Industrials,1500000000
WSFS,Financials,1500000000
WT,Financials,1500000000
WU,Financials,1500000000
WWW,Consumer Discretionary,1500000000
XHR,Real Estate,1500000000
XNCR,Health Care,1500000000
XPEL,Consumer Discretionary,1500000000
YELP,Communication Services,1500000000
YOU,Information Technology,1500000000
ZD,Communication Services,1500000000
ZWS,Industrials,1500000000
